InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
562717,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-08-08 15:42:00,1.69,,United Kingdom
562718,47566,PARTY BUNTING,4,2011-08-08 16:07:00,4.95,18241.0,United Kingdom
562718,23298,SPOTTY BUNTING,3,2011-08-08 16:07:00,4.95,18241.0,United Kingdom
562720,22384,LUNCH BAG PINK POLKADOT,2,2011-08-08 16:18:00,1.65,15033.0,United Kingdom
562720,23206,LUNCH BAG APPLE DESIGN,1,2011-08-08 16:18:00,1.65,15033.0,United Kingdom
562720,20725,LUNCH BAG RED RETROSPOT,1,2011-08-08 16:18:00,1.65,15033.0,United Kingdom
562720,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-08 16:18:00,1.65,15033.0,United Kingdom
562720,22383,LUNCH BAG SUKI DESIGN ,1,2011-08-08 16:18:00,1.65,15033.0,United Kingdom
562722,85099B,JUMBO BAG RED RETROSPOT,100,2011-08-08 16:43:00,1.79,13798.0,United Kingdom
562722,20725,LUNCH BAG RED RETROSPOT,100,2011-08-08 16:43:00,1.45,13798.0,United Kingdom
562727,22727,ALARM CLOCK BAKELIKE RED ,4,2011-08-09 09:26:00,3.75,15601.0,United Kingdom
562729,POST,POSTAGE,1,2011-08-09 10:05:00,18.0,12569.0,Germany
562730,22727,ALARM CLOCK BAKELIKE RED ,4,2011-08-09 10:16:00,3.75,17554.0,United Kingdom
562732,22469,HEART OF WICKER SMALL,12,2011-08-09 10:19:00,1.65,18248.0,United Kingdom
562733,22423,REGENCY CAKESTAND 3 TIER,16,2011-08-09 10:20:00,10.95,14626.0,United Kingdom
562733,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-08-09 10:20:00,1.69,14626.0,United Kingdom
562733,22386,JUMBO BAG PINK POLKADOT,10,2011-08-09 10:20:00,2.08,14626.0,United Kingdom
562733,22469,HEART OF WICKER SMALL,24,2011-08-09 10:20:00,1.65,14626.0,United Kingdom
562733,47566,PARTY BUNTING,12,2011-08-09 10:20:00,4.95,14626.0,United Kingdom
562733,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-08-09 10:20:00,2.95,14626.0,United Kingdom
562733,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-08-09 10:20:00,2.55,14626.0,United Kingdom
562767,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-08-09 10:47:00,2.95,13769.0,United Kingdom
562767,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-09 10:47:00,1.69,13769.0,United Kingdom
562768,22386,JUMBO BAG PINK POLKADOT,10,2011-08-09 10:49:00,2.08,14127.0,United Kingdom
562768,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-09 10:49:00,2.08,14127.0,United Kingdom
562769,21931,JUMBO STORAGE BAG SUKI,10,2011-08-09 10:52:00,2.08,14409.0,United Kingdom
562769,85099B,JUMBO BAG RED RETROSPOT,20,2011-08-09 10:52:00,2.08,14409.0,United Kingdom
562769,22383,LUNCH BAG SUKI DESIGN ,10,2011-08-09 10:52:00,1.65,14409.0,United Kingdom
562769,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-09 10:52:00,1.65,14409.0,United Kingdom
562769,20725,LUNCH BAG RED RETROSPOT,10,2011-08-09 10:52:00,1.65,14409.0,United Kingdom
562769,22384,LUNCH BAG PINK POLKADOT,10,2011-08-09 10:52:00,1.65,14409.0,United Kingdom
562770,20727,LUNCH BAG  BLACK SKULL.,40,2011-08-09 11:56:00,1.65,17139.0,United Kingdom
562770,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-08-09 11:56:00,2.95,17139.0,United Kingdom
562770,20725,LUNCH BAG RED RETROSPOT,40,2011-08-09 11:56:00,1.65,17139.0,United Kingdom
562770,20728,LUNCH BAG CARS BLUE,10,2011-08-09 11:56:00,1.65,17139.0,United Kingdom
562770,22382,LUNCH BAG SPACEBOY DESIGN ,40,2011-08-09 11:56:00,1.65,17139.0,United Kingdom
562770,22383,LUNCH BAG SUKI DESIGN ,20,2011-08-09 11:56:00,1.65,17139.0,United Kingdom
562770,22384,LUNCH BAG PINK POLKADOT,40,2011-08-09 11:56:00,1.65,17139.0,United Kingdom
562770,23206,LUNCH BAG APPLE DESIGN,20,2011-08-09 11:56:00,1.65,17139.0,United Kingdom
562770,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-08-09 11:56:00,2.95,17139.0,United Kingdom
562770,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-08-09 11:56:00,2.95,17139.0,United Kingdom
562771,22457,NATURAL SLATE HEART CHALKBOARD ,48,2011-08-09 12:00:00,2.55,13113.0,United Kingdom
562771,23298,SPOTTY BUNTING,50,2011-08-09 12:00:00,4.15,13113.0,United Kingdom
562772,47566,PARTY BUNTING,6,2011-08-09 12:07:00,4.95,13097.0,United Kingdom
562772,23298,SPOTTY BUNTING,4,2011-08-09 12:07:00,4.95,13097.0,United Kingdom
562772,22423,REGENCY CAKESTAND 3 TIER,2,2011-08-09 12:07:00,12.75,13097.0,United Kingdom
562775,85099B,JUMBO BAG RED RETROSPOT,20,2011-08-09 12:21:00,2.08,15078.0,United Kingdom
562775,22383,LUNCH BAG SUKI DESIGN ,10,2011-08-09 12:21:00,1.65,15078.0,United Kingdom
562775,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-08-09 12:21:00,1.65,15078.0,United Kingdom
562775,22386,JUMBO BAG PINK POLKADOT,10,2011-08-09 12:21:00,2.08,15078.0,United Kingdom
562775,21931,JUMBO STORAGE BAG SUKI,20,2011-08-09 12:21:00,2.08,15078.0,United Kingdom
562777,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-08-09 12:52:00,2.55,15247.0,United Kingdom
562779,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-08-09 12:58:00,2.55,17841.0,United Kingdom
562779,22386,JUMBO BAG PINK POLKADOT,4,2011-08-09 12:58:00,2.08,17841.0,United Kingdom
562779,85099B,JUMBO BAG RED RETROSPOT,1,2011-08-09 12:58:00,2.08,17841.0,United Kingdom
562779,22383,LUNCH BAG SUKI DESIGN ,1,2011-08-09 12:58:00,1.65,17841.0,United Kingdom
562779,20728,LUNCH BAG CARS BLUE,1,2011-08-09 12:58:00,1.65,17841.0,United Kingdom
562779,23298,SPOTTY BUNTING,1,2011-08-09 12:58:00,4.95,17841.0,United Kingdom
562779,20727,LUNCH BAG  BLACK SKULL.,2,2011-08-09 12:58:00,1.65,17841.0,United Kingdom
562779,47566,PARTY BUNTING,2,2011-08-09 12:58:00,4.95,17841.0,United Kingdom
562781,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-08-09 13:10:00,2.95,14334.0,United Kingdom
562782,20728,LUNCH BAG CARS BLUE,10,2011-08-09 13:14:00,1.65,13280.0,United Kingdom
562782,20725,LUNCH BAG RED RETROSPOT,10,2011-08-09 13:14:00,1.65,13280.0,United Kingdom
562782,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-09 13:14:00,1.65,13280.0,United Kingdom
562782,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-08-09 13:14:00,1.65,13280.0,United Kingdom
562782,22383,LUNCH BAG SUKI DESIGN ,10,2011-08-09 13:14:00,1.65,13280.0,United Kingdom
562782,22384,LUNCH BAG PINK POLKADOT,10,2011-08-09 13:14:00,1.65,13280.0,United Kingdom
562783,20725,LUNCH BAG RED RETROSPOT,10,2011-08-09 13:22:00,1.65,13018.0,United Kingdom
562783,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-09 13:22:00,1.65,13018.0,United Kingdom
562783,23206,LUNCH BAG APPLE DESIGN,10,2011-08-09 13:22:00,1.65,13018.0,United Kingdom
562784,22423,REGENCY CAKESTAND 3 TIER,2,2011-08-09 13:22:00,12.75,16791.0,United Kingdom
562784,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-08-09 13:22:00,2.95,16791.0,United Kingdom
562784,47566,PARTY BUNTING,2,2011-08-09 13:22:00,4.95,16791.0,United Kingdom
562784,23298,SPOTTY BUNTING,2,2011-08-09 13:22:00,4.95,16791.0,United Kingdom
562784,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-08-09 13:22:00,1.25,16791.0,United Kingdom
562784,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-09 13:22:00,1.65,16791.0,United Kingdom
562784,20725,LUNCH BAG RED RETROSPOT,1,2011-08-09 13:22:00,1.65,16791.0,United Kingdom
562784,22383,LUNCH BAG SUKI DESIGN ,1,2011-08-09 13:22:00,1.65,16791.0,United Kingdom
562784,20728,LUNCH BAG CARS BLUE,1,2011-08-09 13:22:00,1.65,16791.0,United Kingdom
562788,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-09 13:48:00,1.65,17669.0,United Kingdom
562788,22384,LUNCH BAG PINK POLKADOT,10,2011-08-09 13:48:00,1.65,17669.0,United Kingdom
562788,22386,JUMBO BAG PINK POLKADOT,30,2011-08-09 13:48:00,2.08,17669.0,United Kingdom
562788,23206,LUNCH BAG APPLE DESIGN,10,2011-08-09 13:48:00,1.65,17669.0,United Kingdom
562789,23298,SPOTTY BUNTING,50,2011-08-09 13:50:00,4.15,14646.0,Netherlands
562789,22993,SET OF 4 PANTRY JELLY MOULDS,72,2011-08-09 13:50:00,1.06,14646.0,Netherlands
562789,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,32,2011-08-09 13:50:00,4.25,14646.0,Netherlands
562789,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2011-08-09 13:50:00,2.55,14646.0,Netherlands
562789,22960,JAM MAKING SET WITH JARS,12,2011-08-09 13:50:00,3.75,14646.0,Netherlands
562789,22961,JAM MAKING SET PRINTED,96,2011-08-09 13:50:00,1.25,14646.0,Netherlands
562789,20728,LUNCH BAG CARS BLUE,100,2011-08-09 13:50:00,1.45,14646.0,Netherlands
562789,22386,JUMBO BAG PINK POLKADOT,10,2011-08-09 13:50:00,2.08,14646.0,Netherlands
562789,85099B,JUMBO BAG RED RETROSPOT,200,2011-08-09 13:50:00,1.79,14646.0,Netherlands
562792,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-08-09 14:18:00,2.95,17634.0,United Kingdom
562804,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-08-09 14:48:00,2.95,13355.0,United Kingdom
562804,22961,JAM MAKING SET PRINTED,12,2011-08-09 14:48:00,1.45,13355.0,United Kingdom
562804,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-09 14:48:00,2.55,13355.0,United Kingdom
562804,23206,LUNCH BAG APPLE DESIGN,10,2011-08-09 14:48:00,1.65,13355.0,United Kingdom
562804,20728,LUNCH BAG CARS BLUE,10,2011-08-09 14:48:00,1.65,13355.0,United Kingdom
562804,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-08-09 14:48:00,1.65,13355.0,United Kingdom
562804,20725,LUNCH BAG RED RETROSPOT,10,2011-08-09 14:48:00,1.65,13355.0,United Kingdom
562804,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-09 14:48:00,1.65,13355.0,United Kingdom
562804,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-08-09 14:48:00,2.08,13355.0,United Kingdom
562804,22960,JAM MAKING SET WITH JARS,6,2011-08-09 14:48:00,4.25,13355.0,United Kingdom
562805,POST,POSTAGE,1,2011-08-09 14:51:00,3.59,,United Kingdom
562806,22384,LUNCH BAG PINK POLKADOT,10,2011-08-09 14:56:00,1.65,13636.0,United Kingdom
562807,22423,REGENCY CAKESTAND 3 TIER,2,2011-08-09 14:57:00,12.75,16053.0,United Kingdom
562807,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-08-09 14:57:00,0.42,16053.0,United Kingdom
562807,23206,LUNCH BAG APPLE DESIGN,10,2011-08-09 14:57:00,1.65,16053.0,United Kingdom
562807,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-09 14:57:00,2.08,16053.0,United Kingdom
562807,20725,LUNCH BAG RED RETROSPOT,10,2011-08-09 14:57:00,1.65,16053.0,United Kingdom
562807,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-09 14:57:00,4.95,16053.0,United Kingdom
562807,23298,SPOTTY BUNTING,6,2011-08-09 14:57:00,4.95,16053.0,United Kingdom
562807,22961,JAM MAKING SET PRINTED,12,2011-08-09 14:57:00,1.45,16053.0,United Kingdom
562807,22960,JAM MAKING SET WITH JARS,6,2011-08-09 14:57:00,4.25,16053.0,United Kingdom
562807,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-08-09 14:57:00,2.95,16053.0,United Kingdom
562807,22384,LUNCH BAG PINK POLKADOT,10,2011-08-09 14:57:00,1.65,16053.0,United Kingdom
562809,23298,SPOTTY BUNTING,5,2011-08-09 15:12:00,4.95,16775.0,United Kingdom
562809,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-08-09 15:12:00,2.95,16775.0,United Kingdom
562838,47566,PARTY BUNTING,8,2011-08-09 15:59:00,4.95,13162.0,United Kingdom
562838,23206,LUNCH BAG APPLE DESIGN,20,2011-08-09 15:59:00,1.65,13162.0,United Kingdom
562838,22384,LUNCH BAG PINK POLKADOT,30,2011-08-09 15:59:00,1.65,13162.0,United Kingdom
562838,22383,LUNCH BAG SUKI DESIGN ,20,2011-08-09 15:59:00,1.65,13162.0,United Kingdom
562838,23298,SPOTTY BUNTING,3,2011-08-09 15:59:00,4.95,13162.0,United Kingdom
562840,85099B,JUMBO BAG RED RETROSPOT,2,2011-08-09 16:27:00,2.08,14527.0,United Kingdom
562840,22960,JAM MAKING SET WITH JARS,1,2011-08-09 16:27:00,4.25,14527.0,United Kingdom
562841,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-08-09 16:42:00,0.55,17675.0,United Kingdom
562842,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-08-09 16:44:00,2.55,17675.0,United Kingdom
562842,47566,PARTY BUNTING,16,2011-08-09 16:44:00,4.95,17675.0,United Kingdom
562843,22386,JUMBO BAG PINK POLKADOT,2,2011-08-09 17:37:00,4.13,,United Kingdom
562843,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-08-09 17:37:00,5.79,,United Kingdom
562843,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-08-09 17:37:00,5.79,,United Kingdom
562843,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-09 17:37:00,10.79,,United Kingdom
562843,22961,JAM MAKING SET PRINTED,1,2011-08-09 17:37:00,3.29,,United Kingdom
562843,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-08-09 17:37:00,2.46,,United Kingdom
562843,23206,LUNCH BAG APPLE DESIGN,1,2011-08-09 17:37:00,4.13,,United Kingdom
562843,23298,SPOTTY BUNTING,3,2011-08-09 17:37:00,10.79,,United Kingdom
562843,47566,PARTY BUNTING,4,2011-08-09 17:37:00,10.79,,United Kingdom
562843,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-08-09 17:37:00,1.69,,United Kingdom
562844,22423,REGENCY CAKESTAND 3 TIER,5,2011-08-10 08:41:00,12.75,12444.0,Norway
562844,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-10 08:41:00,4.95,12444.0,Norway
562844,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-10 08:41:00,1.69,12444.0,Norway
562844,POST,POSTAGE,7,2011-08-10 08:41:00,40.0,12444.0,Norway
562846,20725,LUNCH BAG RED RETROSPOT,61,2011-08-10 09:29:00,4.96,,United Kingdom
562846,20727,LUNCH BAG  BLACK SKULL.,25,2011-08-10 09:29:00,4.96,,United Kingdom
562846,20728,LUNCH BAG CARS BLUE,20,2011-08-10 09:29:00,4.96,,United Kingdom
562846,21212,PACK OF 72 RETROSPOT CAKE CASES,33,2011-08-10 09:29:00,2.08,,United Kingdom
562846,22382,LUNCH BAG SPACEBOY DESIGN ,6,2011-08-10 09:29:00,4.96,,United Kingdom
562846,22383,LUNCH BAG SUKI DESIGN ,19,2011-08-10 09:29:00,4.96,,United Kingdom
562846,22384,LUNCH BAG PINK POLKADOT,9,2011-08-10 09:29:00,4.96,,United Kingdom
562846,22423,REGENCY CAKESTAND 3 TIER,11,2011-08-10 09:29:00,24.96,,United Kingdom
562846,22666,RECIPE BOX PANTRY YELLOW DESIGN,16,2011-08-10 09:29:00,6.63,,United Kingdom
562846,22727,ALARM CLOCK BAKELIKE RED ,5,2011-08-10 09:29:00,8.29,,United Kingdom
562846,23206,LUNCH BAG APPLE DESIGN,9,2011-08-10 09:29:00,4.96,,United Kingdom
562846,47566,PARTY BUNTING,40,2011-08-10 09:29:00,10.79,,United Kingdom
562847,23298,SPOTTY BUNTING,3,2011-08-10 09:34:00,4.95,16245.0,United Kingdom
562847,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-10 09:34:00,1.69,16245.0,United Kingdom
562849,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-10 09:52:00,2.08,16700.0,United Kingdom
562849,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-10 09:52:00,1.69,16700.0,United Kingdom
562849,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-08-10 09:52:00,2.95,16700.0,United Kingdom
562850,20725,LUNCH BAG RED RETROSPOT,100,2011-08-10 10:08:00,1.45,14680.0,United Kingdom
562850,22383,LUNCH BAG SUKI DESIGN ,100,2011-08-10 10:08:00,1.45,14680.0,United Kingdom
562850,21931,JUMBO STORAGE BAG SUKI,100,2011-08-10 10:08:00,1.79,14680.0,United Kingdom
562850,47566,PARTY BUNTING,50,2011-08-10 10:08:00,4.15,14680.0,United Kingdom
562850,20728,LUNCH BAG CARS BLUE,30,2011-08-10 10:08:00,1.65,14680.0,United Kingdom
562850,85099B,JUMBO BAG RED RETROSPOT,300,2011-08-10 10:08:00,1.79,14680.0,United Kingdom
562851,47566,PARTY BUNTING,4,2011-08-10 10:09:00,4.95,13117.0,United Kingdom
562852,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-08-10 10:12:00,2.95,13050.0,United Kingdom
562852,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-10 10:12:00,4.95,13050.0,United Kingdom
562852,22960,JAM MAKING SET WITH JARS,6,2011-08-10 10:12:00,4.25,13050.0,United Kingdom
562852,47566,PARTY BUNTING,4,2011-08-10 10:12:00,4.95,13050.0,United Kingdom
562852,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-10 10:12:00,2.55,13050.0,United Kingdom
562853,22961,JAM MAKING SET PRINTED,12,2011-08-10 10:15:00,1.45,13919.0,Denmark
562853,POST,POSTAGE,1,2011-08-10 10:15:00,18.0,13919.0,Denmark
562878,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-08-10 10:45:00,4.95,16241.0,United Kingdom
562878,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-08-10 10:45:00,2.08,16241.0,United Kingdom
562878,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-08-10 10:45:00,2.95,16241.0,United Kingdom
562878,22383,LUNCH BAG SUKI DESIGN ,1,2011-08-10 10:45:00,1.65,16241.0,United Kingdom
562878,23298,SPOTTY BUNTING,3,2011-08-10 10:45:00,4.95,16241.0,United Kingdom
562878,47566,PARTY BUNTING,2,2011-08-10 10:45:00,4.95,16241.0,United Kingdom
562878,20725,LUNCH BAG RED RETROSPOT,1,2011-08-10 10:45:00,1.65,16241.0,United Kingdom
562878,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-10 10:45:00,1.65,16241.0,United Kingdom
562878,20727,LUNCH BAG  BLACK SKULL.,1,2011-08-10 10:45:00,1.65,16241.0,United Kingdom
562878,22384,LUNCH BAG PINK POLKADOT,1,2011-08-10 10:45:00,1.65,16241.0,United Kingdom
562880,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2011-08-10 10:53:00,2.1,15838.0,United Kingdom
562880,22386,JUMBO BAG PINK POLKADOT,100,2011-08-10 10:53:00,1.79,15838.0,United Kingdom
562880,85099B,JUMBO BAG RED RETROSPOT,200,2011-08-10 10:53:00,1.79,15838.0,United Kingdom
562881,20725,LUNCH BAG RED RETROSPOT,10,2011-08-10 10:57:00,1.65,15632.0,United Kingdom
562881,20727,LUNCH BAG  BLACK SKULL.,10,2011-08-10 10:57:00,1.65,15632.0,United Kingdom
562881,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-08-10 10:57:00,1.65,15632.0,United Kingdom
562881,22383,LUNCH BAG SUKI DESIGN ,10,2011-08-10 10:57:00,1.65,15632.0,United Kingdom
562881,23206,LUNCH BAG APPLE DESIGN,10,2011-08-10 10:57:00,1.65,15632.0,United Kingdom
562881,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-10 10:57:00,4.95,15632.0,United Kingdom
562882,22423,REGENCY CAKESTAND 3 TIER,1,2011-08-10 11:23:00,12.75,12384.0,Switzerland
562882,POST,POSTAGE,2,2011-08-10 11:23:00,40.0,12384.0,Switzerland
562885,23298,SPOTTY BUNTING,3,2011-08-10 11:30:00,4.95,14024.0,United Kingdom
562886,22382,LUNCH BAG SPACEBOY DESIGN ,5,2011-08-10 11:41:00,1.65,17994.0,United Kingdom
562888,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-10 11:58:00,4.95,14388.0,United Kingdom
562888,21931,JUMBO STORAGE BAG SUKI,10,2011-08-10 11:58:00,2.08,14388.0,United Kingdom
562888,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-10 11:58:00,2.08,14388.0,United Kingdom
562888,22423,REGENCY CAKESTAND 3 TIER,1,2011-08-10 11:58:00,12.75,14388.0,United Kingdom
C562889,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-08-10 12:07:00,3.75,18172.0,United Kingdom
562890,23298,SPOTTY BUNTING,6,2011-08-10 12:11:00,4.95,14191.0,United Kingdom
562890,47566,PARTY BUNTING,4,2011-08-10 12:11:00,4.95,14191.0,United Kingdom
562890,22386,JUMBO BAG PINK POLKADOT,10,2011-08-10 12:11:00,2.08,14191.0,United Kingdom
562891,22423,REGENCY CAKESTAND 3 TIER,2,2011-08-10 12:18:00,12.75,13468.0,United Kingdom
562893,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-10 12:25:00,1.69,17442.0,United Kingdom
562907,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-08-10 12:44:00,1.69,14116.0,United Kingdom
562908,22960,JAM MAKING SET WITH JARS,12,2011-08-10 12:48:00,3.75,16839.0,United Kingdom
562913,47566,PARTY BUNTING,8,2011-08-10 13:19:00,4.95,17042.0,United Kingdom
562914,23298,SPOTTY BUNTING,6,2011-08-10 13:25:00,4.95,16558.0,United Kingdom
562914,47566,PARTY BUNTING,4,2011-08-10 13:25:00,4.95,16558.0,United Kingdom
562914,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-10 13:25:00,4.95,16558.0,United Kingdom
562918,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,2011-08-10 13:51:00,2.95,15615.0,United Kingdom
562918,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-08-10 13:51:00,2.55,15615.0,United Kingdom
562918,23206,LUNCH BAG APPLE DESIGN,10,2011-08-10 13:51:00,1.65,15615.0,United Kingdom
562918,85099B,JUMBO BAG RED RETROSPOT,20,2011-08-10 13:51:00,2.08,15615.0,United Kingdom
562918,20727,LUNCH BAG  BLACK SKULL.,50,2011-08-10 13:51:00,1.65,15615.0,United Kingdom
562918,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-08-10 13:51:00,1.65,15615.0,United Kingdom
562918,20728,LUNCH BAG CARS BLUE,10,2011-08-10 13:51:00,1.65,15615.0,United Kingdom
C562921,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2011-08-10 14:17:00,2.95,13767.0,United Kingdom
C562921,22423,REGENCY CAKESTAND 3 TIER,-2,2011-08-10 14:17:00,12.75,13767.0,United Kingdom
C562921,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-08-10 14:17:00,3.75,13767.0,United Kingdom
562922,20728,LUNCH BAG CARS BLUE,20,2011-08-10 14:26:00,1.65,12594.0,Italy
562922,23206,LUNCH BAG APPLE DESIGN,30,2011-08-10 14:26:00,1.65,12594.0,Italy
562923,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-08-10 14:34:00,1.69,16996.0,United Kingdom
562923,22383,LUNCH BAG SUKI DESIGN ,20,2011-08-10 14:34:00,1.65,16996.0,United Kingdom
562923,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-08-10 14:34:00,1.65,16996.0,United Kingdom
562923,22457,NATURAL SLATE HEART CHALKBOARD ,18,2011-08-10 14:34:00,2.95,16996.0,United Kingdom
562925,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2011-08-10 14:51:00,2.95,17389.0,United Kingdom
562926,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-08-10 14:55:00,2.95,17512.0,United Kingdom
562929,23298,SPOTTY BUNTING,6,2011-08-10 15:37:00,4.95,17562.0,United Kingdom
562929,47566,PARTY BUNTING,4,2011-08-10 15:37:00,4.95,17562.0,United Kingdom
562930,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-08-10 16:01:00,2.55,14209.0,United Kingdom
562930,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-08-10 16:01:00,2.55,14209.0,United Kingdom
562932,22383,LUNCH BAG SUKI DESIGN ,2,2011-08-10 16:39:00,1.65,16904.0,United Kingdom
562932,20727,LUNCH BAG  BLACK SKULL.,2,2011-08-10 16:39:00,1.65,16904.0,United Kingdom
562932,20728,LUNCH BAG CARS BLUE,2,2011-08-10 16:39:00,1.65,16904.0,United Kingdom
562932,20725,LUNCH BAG RED RETROSPOT,2,2011-08-10 16:39:00,1.65,16904.0,United Kingdom
562932,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-08-10 16:39:00,1.65,16904.0,United Kingdom
562932,23206,LUNCH BAG APPLE DESIGN,2,2011-08-10 16:39:00,1.65,16904.0,United Kingdom
562933,20728,LUNCH BAG CARS BLUE,1,2011-08-10 16:51:00,4.13,,United Kingdom
562933,21931,JUMBO STORAGE BAG SUKI,1,2011-08-10 16:51:00,4.13,,United Kingdom
562933,22383,LUNCH BAG SUKI DESIGN ,1,2011-08-10 16:51:00,4.13,,United Kingdom
562933,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-08-10 16:51:00,4.13,,United Kingdom
562933,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-08-10 16:51:00,5.79,,United Kingdom
562933,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-08-10 16:51:00,5.79,,United Kingdom
562933,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-08-10 16:51:00,5.79,,United Kingdom
562933,22960,JAM MAKING SET WITH JARS,2,2011-08-10 16:51:00,8.29,,United Kingdom
562933,22961,JAM MAKING SET PRINTED,1,2011-08-10 16:51:00,3.29,,United Kingdom
562933,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-08-10 16:51:00,2.46,,United Kingdom
562933,47566,PARTY BUNTING,9,2011-08-10 16:51:00,10.79,,United Kingdom
562933,85099B,JUMBO BAG RED RETROSPOT,5,2011-08-10 16:51:00,4.13,,United Kingdom
562933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-08-10 16:51:00,5.79,,United Kingdom
562933,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-10 16:51:00,1.69,,United Kingdom
